file_num	elab_line	worker_num	question	target_line	target
228	10	0	Is the epicenter where an earthquake starts?	11	The epicenter is on the earth's surface.
239	19	0	Do others think they stop cheating?	18	stop cheating
250	10	5	What type of system makes the government unable to borrow money?	9	government can't borrow the money
256	20	5	In what way can visitors choose to watch the cartoons?	18	watch the cartoons
257	42	5	What is the repercussion of CDC intent to  stop monitoring flu?	40	stop monitoring flu
250	10	3	How might the system whereby Congress obtains money be described?	9	government can't borrow the money
256	20	3	What might some visitors to the museum want to watch?	18	cartoons
257	42	3	What happens to the flu?	40	flu
266	38	3	What is flint?	40	flint chips
272	43	3	In return for pulling money from the health care law, what did Cruz and his allies agree to provide?	38	deal to reduce the amount the government owes
286	9	3	Other than Stanislaus National Forest and Yosemite National Park where can the great gray owls be found?	8	area houses a group of roughly 200 great gray owls
266	38	5	What is a flint?	37	flint
272	43	5	Why did Cruz and his tea party allies demand money be pulled from the health care law?	42	Cruz and his tea party allies in the House demanded money be pulled from the health care law
286	9	5	What other location can one find the great gray owls?	8	great gray owls
3	42	3	What did Obama's fireside hangout include?	40	fireside hangout
301	13	3	What are competitors who play coleo called?	12	This part of Colombia is the worldwide center of the sport
305	5	3	How many people came out to watch the Red Sox victory parade?	0	Red Sox celebrated their winning of the World Series with a parade that stretched through Boston
3	42	5	What happened during the fireside hangout?	40	fireside hangout
301	13	5	What are those who participate in the sport called?	12	sport
305	5	5	How many people watched the parade?	0	parade
313	48	5	Who beat Abe Beame's record of winning the  mayor's race by 40 points in 1973?	46	mayor's race by 40 points in 1973
324	8	5	Which city is close to Virginia?	7	Virginia
327	5	5	What did the building experts decide to do?	1	building experts
313	48	3	What did Blasio do to Abe Beame's record?	46	the mayor's race
324	8	3	Where is Arlington National Cemetery?	7	Arlington National Cemetery
327	5	3	What did the experts have to decide?	0	new World Trade Center Tower
333	16	5	The modern snow leopard is of which family?	17	modern snow leopard
335	18	5	Why are these gases believed to cause climate change?	17	believed to cause climate change
343	35	5	What might happen when companies continue to do this for a fee?	30	The companies do this for a fee
333	16	3	How does the newly found cat fit into the existing cat family?	19	Big cats
335	18	3	What might harmful gases that come from animals do to weather patterns and nature?	17	Some of these gases are believed to cause climate change
343	35	3	Why do many companies try to get in on the business of private high schools?	38	Most foreign students still study at private high schools
346	17	4	Did he have any further ambitions?	16	He served
353	21	4	What will happen once she gets the answers that she seeks?	20	wanted to get answers
36	40	4	Where is the Netherlands located?	39	the Netherlands
346	17	3	What happened to Robert F. Kennedy?	15	Robert F. Kennedy
353	21	3	What might Senator Ayotte   allow after she gets answers about the A-10?	19	Senator Kelly Ayotte from New Hampshire blocked the White House's choice of who it wants to lead the Air Force
36	40	3	Which country borders Belgium?	39	robberies
37	24	3	In addition to Joplin's 2011 tornado, which tornado was an F5?	21	Tornadoes are rated on the Fujita scale from 1-5
377	2	3	What has the United States   done to address deadly chemicals collected from Syria?	4	machines will be used to destroy the chemicals
388	2	3	What is Major League Baseball planning to make the game safer?	1	league wants to stop runners from crashing into catchers.
37	24	5	Where did an F5 tornado similar to Joplin's 2011 tornado  hit?	23	Joplin's 2011 tornado was an F5
377	2	5	Which country figured out what to do with them?	1	figuring out what to do with them
388	2	5	How does the league intend to stop runners from crashing into catchers?	1	stop runners from crashing into catchers
395	7	3	What did the rover find?	4	NASA's Curiosity rover
396	17	3	When can a storm move in a different direction?	15	jet stream's move south
400	21	3	What does DNA hold?	20	DNA tests
395	7	0	What did the rover find?	6	rover had made a discovery
396	17	0	What happens when a storm slows down?	16	slowing down storms
400	21	0	What will the DNA tests tell them?	20	DNA tests
41	41	5	On what day did the whole structure fall down?	40	whole structure could fall down
415	49	5	What are some people's reaction to the  electrified section of the canal?	45	electrified section of canal
417	7	5	Inside what part of the body does he use the Q-tip like object?	6	he uses something like a Q-tip
41	41	3	When did the bridge fall down?	40	if one part of the bridge was damaged the whole structure could fall down
415	49	3	What do some people think of the electric fence in a Chicago suburb?	45	electrified section of canal
417	7	3	What does the doctor do with the swab?	6	something like a Q-tip
422	11	3	Who will get the iPads?	8	Los Angeles schools are spending $1 billion to buy everyone an iPad
428	37	3	How long has the U.S. been trying to control tobacco use?	32	percentage of Americans who smoke has fallen
438	17	3	What does screening mean?	19	Schools screen kids for all kinds of diseases
422	11	5	Who will be the beneficiaries of iPads bought by the Los Angeles schools?	8	Los Angeles schools
428	37	5	Why did number of smokers fall from 52 million in 1980 to 38 million in 2012?	36	52 million in 1980 to 38 million in 2012
438	17	5	What does screening of kids mean?	16	screen kids
451	24	4	What types of things did he feature in his art?	22	artist
456	19	4	What is being done to protect it?	18	rarest tortoises
459	24	4	How do people react when they hear the news?	19	watches phones
451	24	5	What was Salvador Dali famous for?	22	Salvador Dali
456	19	5	How is the ploughshare tortoise saved from dying out?	18	ploughshare tortoise
459	24	5	Why does the NSA watch phones?	19	NSA says that it watches phones
461	47	3	How long has Obama been trying to pass a law to help illegal immigrants become American citizens?	46	wants to pass a law to help people who have come to America illegally find ways to become citizens
467	3	3	What is this year called in the Chinese New Year?	2	Lunar New Year
473	6	3	What does the poverty line refer to?	5	the poverty line
461	47	5	Since when has he been trying to pass a law to help illegals become citizens?	46	wants to pass a law
467	3	5	The Lunar New Year festival represents what year?	2	Lunar New Year festival
473	6	5	What does it mean to be below the poverty line?	5	below the poverty line
475	33	3	Why were fewer laws being passed in Congress during Obama's leadership?	32	Congress is made up of people elected to vote on laws.
478	3	3	What does the Census Bureau track?	2	Census Bureau
490	15	3	How many people were killed by the Black Plague?	14	The Black Plague
475	33	5	What was the consequence of too much fighting in congress?	31	Congress was fighting too much
478	3	5	What other activity does the Census Bureau do?	2	The Census Bureau
490	15	5	How many people did the Black Plague kill?	14	The Black Plague
494	30	5	How is the weather pattern in the temperate zone?	29	temperate zone
502	6	5	How did she feel since she was very depressed?	5	depressed
507	14	5	What does Sweden and its biggest rival have in common?	13	Its biggest rival Sweden
494	30	0	What is the temperate zone like?	29	temperate zone
502	6	0	How depressed was she?	5	very depressed
507	14	0	Where is Sweden located?	13	Sweden
509	14	3	What colour was visible in the most highly valued works?	13	Sotheby's put its pieces on view in London
514	4	3	What do all plants and animals have?	6	Genes
52	3	3	What does NASA's Kepler mission teach us?	0	NASA's Kepler spacecraft
509	14	5	What was unique about the various artworks?	9	artworks
514	4	5	Which entities possess genes?	3	genes
52	3	5	What can one learn from the mission?	2	mission
525	42	3	How will My Brother's Keeper raise money?	40	My Brother's Keeper
527	29	3	Who will be meeting at the G-8 summit?	28	G-8 summit
54	18	3	How many sharks did some scientists count?	17	scientists counted sharks near San Francisco
525	42	0	How will my Brother's Keeper be funded?	40	My Brother's Keeper
527	29	0	What is the G-8 summit?	28	G-8 summit.
54	18	0	What did the San Francisco count reveal.	17	counted sharks
550	36	5	What do the people who dislike the freeze think?	35	not everyone likes the freeze
56	63	5	How can a wellness walk be described?	62	wellness walk
563	6	5	Who is Kim Scott?	5	Kim Scott
550	36	3	What is one of the concerns that some people have with the freeze?	35	the freeze
56	63	3	What do Native American wellness walks use to encourage self esteem?	62	wellness walk
